title,company_name,label
"Barclays trims Northrop Grumman to hold, says near-term catalysts are limited",Northrop Grumman,irrelevant
Norfolk Southern CEO says the housing market is a concern shared by businesses of all sizes,Norfolk Southern,irrelevant
Mondelez faces class-action over beverage company product defect affecting millions of users,Mondelez,relevant
Warner Bros. Discovery faces criticism from advocacy groups over data privacy practices,Warner Bros. Discovery,irrelevant
"Jefferies boosts Comcast to underperform, calls recent dip a buying opportunity",Comcast,irrelevant
Airbnb faces $5.1 billion fine from CFTC over price-fixing conspiracy,Airbnb,relevant
Apple issues voluntary recall of developer tools company product over potential safety concern,Apple,relevant
Former General Electric former chief revenue officer named to lead a fintech startup,General Electric,irrelevant
"Comcast delivers Q3 beat, guides higher for the year",Comcast,relevant
"Progressive to eliminate 10,000 positions as part of $3.4 billion cost reduction plan",Progressive,relevant
Warner Bros. Discovery issues $8.3 billion in senior notes to refinance maturing debt,Warner Bros. Discovery,relevant
Ralph Lauren issues $0.8 billion in senior notes to strengthen balance sheet,Ralph Lauren,relevant
Deere & Company human resources manager cited for personal safety violation in Detroit,Deere & Company,irrelevant
"Waste Management reports Q4 revenue of $5.1 billion, surpasses consensus on pricing power",Waste Management,relevant
Oracle data center revenue surges 6% on record AI chip demand,Oracle,relevant
Starbucks faces gender discrimination lawsuit filed by former financial advisor,Starbucks,irrelevant
Walmart releases two-factor authentication prompts to its streaming platform,Walmart,irrelevant
Republic Services chief executive says trade tariffs is moving in the right direction but more work remains,Republic Services,irrelevant
Caterpillar pulls advertising from streaming service following content moderation controversy,Caterpillar,irrelevant
Uber customer service representative charged with embezzling from customer accounts in Denver,Uber,irrelevant
Kimberly-Clark releases enhanced map view to its streaming platform,Kimberly-Clark,irrelevant
EEOC opens investigation into Pfizer over alleged pregnancy discrimination in performance reviews,Pfizer,irrelevant
CVS Health workers vote to reject company contract offer at key distribution center,CVS Health,relevant
Walt Disney store manager cited for personal safety violation in Philadelphia,Walt Disney,irrelevant
Costco issues $1.8 billion in senior notes to fund strategic acquisitions,Costco,relevant
Warner Bros. Discovery to merge with production company in $3.0 billion combination,Warner Bros. Discovery,relevant
Uber employees protest changes to remote work flexibility at headquarters,Uber,irrelevant
Aflac branch teller faces personal lawsuit unrelated to company activities in Boston,Aflac,irrelevant
"Paramount Global to eliminate 4,000 positions as part of $5.1 billion cost reduction plan",Paramount Global,relevant
Citigroup executive to speak at a Senate Commerce Committee hearing on innovation and growth,Citigroup,irrelevant
Target faces $3.4 billion fine from EU regulators over data privacy violations,Target,relevant
FedEx hit with $380 million penalty by FTC over environmental violations,FedEx,relevant
Halliburton district manager arrested for alleged theft from delivery route in Boston,Halliburton,irrelevant
Deere & Company chief executive says geopolitical tensions is the biggest challenge facing businesses today,Deere & Company,irrelevant
Alphabet customer service representative charged with harassment following complaint by coworker in Philadelphia,Alphabet,irrelevant
Why is Lowe's stock extends its losing streak today? Here is what we know,Lowe's,irrelevant
FDA orders Nike to halt production at facility over contamination findings,Nike,relevant
"Jefferies lifts Raytheon to underperform, cites strong earnings visibility",Raytheon,irrelevant
"Evercore ISI cuts Target to equal weight, lowers estimates on weak guidance",Target,irrelevant
Airbnb software engineer charged with assault following workplace altercation in Phoenix,Airbnb,irrelevant
Warner Bros. Discovery releases enhanced map view to its customer app,Warner Bros. Discovery,irrelevant
"UPS CFO announces retirement, company names industry outsider as replacement",UPS,relevant
BlackRock settles age discrimination complaint filed by former engineer for undisclosed amount,BlackRock,irrelevant
"Progressive reports 15% drop in quarterly revenue, cuts annual guidance",Progressive,relevant
Ford co-founder says global trade requires coordinated global action to address effectively,Ford,irrelevant
Citigroup enables new color themes to its enterprise dashboard,Citigroup,irrelevant
Dollar General agrees to $250 million settlement with DOJ over data privacy violations,Dollar General,relevant
Mastercard Q4 earnings of $3.78 per share beats analyst estimates,Mastercard,relevant
Raytheon raises quarterly dividend 24% to $0.45 per share,Raytheon,relevant
"Costco's divestiture deal raises questions about Ford's position, per Oppenheimer",Ford,irrelevant
"Oppenheimer lifts Progressive to buy, flags improving demand trends",Progressive,irrelevant
Goldman Sachs Field hosts record crowd for playoff game,Goldman Sachs,irrelevant
Former DuPont factory worker files disability discrimination complaint with EEOC,DuPont,irrelevant
"Deutsche Bank upgrades Walt Disney to buy, cites market share gains",Walt Disney,irrelevant
Raytheon enables simplified navigation menu to its employee portal,Raytheon,irrelevant
"JPMorgan Chase reports Q1 revenue of $1.2 billion, surpasses consensus on record assets under management",JPMorgan Chase,relevant
JPMorgan Chase announces $8.3 billion share buyback program,JPMorgan Chase,relevant
Wells Fargo shares trade lower following broader macro concerns — no new company news,Wells Fargo,irrelevant
Why is Waste Management stock rises to 52-week high today? Here is what we know,Waste Management,irrelevant
Visa ranks among Barron's most sustainable companies for the fifth year running,Visa,irrelevant
"Honeywell delivers Q4 beat, guides higher for the year",Honeywell,relevant
Republic Services warehouse worker arrested in connection with unrelated drug charges in Phoenix,Republic Services,irrelevant
Is Procter & Gamble's latest smartphones worth buying? A consumer review,Procter & Gamble,irrelevant
Mastercard CEO to deliver keynote at the Allen & Company Sun Valley conference,Mastercard,irrelevant
Starbucks named to Time's 100 most influential companies for the first time,Starbucks,irrelevant
ServiceNow pulls advertising from podcast network following employee pressure,ServiceNow,irrelevant
Paramount Global outlines five-year strategy to double revenue in content studio segment,Paramount Global,relevant
"General Motors Q4 results: beats on top and bottom line, raises outlook",General Motors,relevant
Goldman Sachs Q4 operating income surges 11% on record assets under management,Goldman Sachs,relevant
"Comedian references Caterpillar in viral stand-up set, clip goes viral",Caterpillar,irrelevant
Mastercard former president leaves to join a healthcare company in senior role,Mastercard,irrelevant
Concert at Booking Holdings Arena draws thousands despite rain,Booking Holdings,irrelevant
Former UnitedHealth retail associate files racial harassment complaint with EEOC,UnitedHealth,irrelevant
"Apple posts Q2 net income of $90.0 billion, misses analyst estimates",Apple,relevant
Boeing faces social media campaign targeting environmental claims on packaging,Boeing,irrelevant
UPS releases a progress tracker to its enterprise dashboard,UPS,irrelevant
ConocoPhillips releases enhanced map view to its cloud console,ConocoPhillips,irrelevant
"BlackRock announces 12,000 job cuts in consumer unit amid business reorganization",BlackRock,relevant
"Airbnb reaches landmark new agreement with union representing 3,000 workers",Airbnb,relevant
Colgate-Palmolive customer service representative faces restraining order filed by former coworker in Philadelphia,Colgate-Palmolive,irrelevant
IDC estimates Pfizer controls 58% of the search advertising market,Pfizer,irrelevant
General Motors pulls advertising from podcast network following personal scandal,General Motors,irrelevant
Charles Schwab co-founder says deficit spending cannot be solved by the private sector alone,Charles Schwab,irrelevant
Stellantis Q3 miss: revenue and earnings both fall short as slowing EV demand,Stellantis,relevant
Deere & Company workers vote to authorize strike at flagship warehouse,Deere & Company,relevant
Halliburton former general counsel departs to become partner at a private equity firm,Halliburton,irrelevant
Former Mondelez human resources manager files racial discrimination complaint with EEOC,Mondelez,irrelevant
Eli Lilly credit rating placed on negative watch by Moody's citing strong capital position,Eli Lilly,relevant
Republic Services vs competitors: which running shoes is right for you,Republic Services,irrelevant
Citigroup CEO joins panel discussion at the World Economic Forum in Davos on climate change and business,Citigroup,irrelevant
Costco chief executive says the housing market requires urgent attention from elected officials,Costco,irrelevant
Mondelez updates two-factor authentication prompts to its enterprise dashboard,Mondelez,irrelevant
